"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"Los Angeles Bad Girls Saison 1 MULTI 1080p HDTV";"26";"5";"13.41GB";"20/12/2019";"Séries";"VF";"Sydney Burnett, la soeur de Marcus, a quitté son poste au sein de la DEA et travaille désormais comme inspecteur de police à Los Angeles. Assaillie par le poids d'un lourd secret, elle mène une vie désordonnée, jusqu'à l'arrivée de sa nouvelle co-équipière, Nancy McKenna, une mère de famille avec une histoire toute aussi complexe. En s’attaquant aux criminels les plus dangereux de la ville, les deux femmes deviennent de précieuses alliées sur lesquelles on peut compter, aussi bien pour faire respecter la loi dans les rues, que pour se soutenir mutuellement dans leurs vies respectives."
"Los Angeles Bad Girls Saison 1 FRENCH HDTV";"278";"59";"4.7GB";"20/12/2019";"Séries";"VF";"Sydney Burnett, la soeur de Marcus, a quitté son poste au sein de la DEA et travaille désormais comme inspecteur de police à Los Angeles. Assaillie par le poids d'un lourd secret, elle mène une vie désordonnée, jusqu'à l'arrivée de sa nouvelle co-équipière, Nancy McKenna, une mère de famille avec une histoire toute aussi complexe. En s’attaquant aux criminels les plus dangereux de la ville, les deux femmes deviennent de précieuses alliées sur lesquelles on peut compter, aussi bien pour faire respecter la loi dans les rues, que pour se soutenir mutuellement dans leurs vies respectives."
"Le Prince Des Dragons Saison 3 FRENCH WEBRIP 1080p HDTV";"76";"8";"7.52GB";"20/12/2019";"Séries";"VF";"Deux princes forment une alliance improbable avec l'elfe assassin envoyé pour les tuer et se lancent dans une quête destinée à pacifier leurs territoires."
"Le Prince Des Dragons Saison 2 FRENCH WEBRIP 1080p HDTV";"38";"3";"3.73GB";"20/12/2019";"Séries";"VF";"Deux princes forment une alliance improbable avec l'elfe assassin envoyé pour les tuer et se lancent dans une quête destinée à pacifier leurs territoires."
"Le Prince Des Dragons Saison 1 FRENCH WEBRIP 1080p HDTV";"46";"8";"5.4GB";"20/12/2019";"Séries";"VF";"Deux princes forment une alliance improbable avec l'elfe assassin envoyé pour les tuer et se lancent dans une quête destinée à pacifier leurs territoires."
"Charmed (1998) (Integrale) FRENCH HDTV";"24";"68";"60.74GB";"20/12/2019";"Séries";"VF";"Les trois soeurs Halliwell apprennent à se servir de leurs nouveaux pouvoirs magiques afin de lutter contre le Mal..."
"The Boys Saison 1 FRENCH HDTV";"239";"38";"3.97GB";"20/12/2019";"Séries";"VF";"Dans un monde fictif où les super-héros se sont laissés corrompre par la célébrité et la gloire et ont peu à peu révélé la part sombre de leur personnalité, une équipe de justiciers qui se fait appeler \"The Boys\" décide de passer à l'action et d'abattre ces super-héros autrefois appréciés de tous."
"The Boys Saison 1 VOSTFR HDTV";"59";"1";"3.6GB";"20/12/2019";"Séries";"VOSTFR";"Dans un monde fictif où les super-héros se sont laissés corrompre par la célébrité et la gloire et ont peu à peu révélé la part sombre de leur personnalité, une équipe de justiciers qui se fait appeler \"The Boys\" décide de passer à l'action et d'abattre ces super-héros autrefois appréciés de tous."
"The Witcher Saison 1 FRENCH HDTV";"1955";"300";"3.95GB";"20/12/2019";"Séries";"VF";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher Saison 1 VOSTFR HDTV";"269";"25";"4.06GB";"20/12/2019";"Séries";"VOSTFR";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"Castle Rock S02E05 PROPER VOSTFR HDTV";"12";"2";"450.73MB";"20/12/2019";"Séries";"VOSTFR";NA
"The Purge / American Nightmare S02E10 FINAL VOSTFR HDTV";"49";"3";"356.43MB";"20/12/2019";"Séries";"VOSTFR";"La population se prépare à la nuit cauchemardesque instituée par le gouvernement pour faire face à la criminalité. Durant une période de 12 heures, une fois par an, les citoyens peuvent se livrer à tous les crimes, même au meurtre, sans craindre une intervention de la police ou une quelconque poursuite. Bourreau ou victime ? Chacun doit faire son choix..."
"The Witcher S01E08 FINAL FRENCH HDTV";"329";"7";"494.8MB";"20/12/2019";"Séries";"VF";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher S01E07 FRENCH HDTV";"299";"8";"399.39MB";"20/12/2019";"Séries";"VF";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher S01E06 FRENCH HDTV";"319";"9";"506.26MB";"20/12/2019";"Séries";"VF";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher S01E05 FRENCH HDTV";"263";"15";"504.1MB";"20/12/2019";"Séries";"VF";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher S01E04 FRENCH HDTV";"283";"10";"527.97MB";"20/12/2019";"Séries";"VF";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher S01E03 FRENCH HDTV";"309";"11";"572.99MB";"20/12/2019";"Séries";"VF";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher S01E02 FRENCH HDTV";"346";"4";"520.33MB";"20/12/2019";"Séries";"VF";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher S01E01 FRENCH HDTV";"496";"22";"523.73MB";"20/12/2019";"Séries";"VF";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher S01E08 FINAL VOSTFR HDTV";"88";"4";"538.27MB";"20/12/2019";"Séries";"VOSTFR";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher S01E07 VOSTFR HDTV";"94";"0";"432.18MB";"20/12/2019";"Séries";"VOSTFR";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher S01E06 VOSTFR HDTV";"91";"1";"520.94MB";"20/12/2019";"Séries";"VOSTFR";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher S01E05 VOSTFR HDTV";"109";"0";"524.1MB";"20/12/2019";"Séries";"VOSTFR";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher S01E04 VOSTFR HDTV";"91";"1";"534.46MB";"20/12/2019";"Séries";"VOSTFR";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher S01E03 VOSTFR HDTV";"88";"1";"527MB";"20/12/2019";"Séries";"VOSTFR";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher S01E02 VOSTFR HDTV";"98";"2";"544.03MB";"20/12/2019";"Séries";"VOSTFR";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Witcher S01E01 VOSTFR HDTV";"118";"4";"540.39MB";"20/12/2019";"Séries";"VOSTFR";"Le sorceleur Geralt, un chasseur de monstres mutant, se bat pour trouver sa place dans un monde où les humains se révèlent souvent plus vicieux que les bêtes."
"The Purge / American Nightmare S02E10 FINAL FRENCH HDTV";"140";"9";"356.93MB";"20/12/2019";"Séries";"VF";"La population se prépare à la nuit cauchemardesque instituée par le gouvernement pour faire face à la criminalité. Durant une période de 12 heures, une fois par an, les citoyens peuvent se livrer à tous les crimes, même au meurtre, sans craindre une intervention de la police ou une quelconque poursuite. Bourreau ou victime ? Chacun doit faire son choix..."
"Britannia S02E05 FRENCH HDTV";"132";"0";"352.91MB";"20/12/2019";"Séries";"VF";"43 ans après J.C., l'invasion romaine de ce qui va devenir le Grande-Bretagne. L'armée impériale romaine retourne écraser la Britannia, un territoire mystérieux tenu par de sauvages guerriers et de puissants druides."
"Animal Kingdom S04E13 FINAL FRENCH HDTV";"100";"3";"375.32MB";"20/12/2019";"Séries";"VF";"Josh dit \"J\" n'a que 17 ans lorsque sa mère trouve la mort à la suite d'une overdose d'héroïne. Il est accueilli par une grand-mère qu'il connaît peu en Californie du sud. Celle-ci est à la tête d'une fratrie baignant dans la criminalité. Pour survivre, le jeune homme va devoir prouver sa loyauté au clan... Aussi bien à ses oncles qu'à la matriarche qui gouverne ses \"garçons\" avec un amour débordant et limite incestueux."
"Animal Kingdom S04E12 FRENCH HDTV";"113";"4";"369.64MB";"20/12/2019";"Séries";"VF";"Josh dit \"J\" n'a que 17 ans lorsque sa mère trouve la mort à la suite d'une overdose d'héroïne. Il est accueilli par une grand-mère qu'il connaît peu en Californie du sud. Celle-ci est à la tête d'une fratrie baignant dans la criminalité. Pour survivre, le jeune homme va devoir prouver sa loyauté au clan... Aussi bien à ses oncles qu'à la matriarche qui gouverne ses \"garçons\" avec un amour débordant et limite incestueux."
"Animal Kingdom S04E11 FRENCH HDTV";"110";"3";"394.79MB";"20/12/2019";"Séries";"VF";"Josh dit \"J\" n'a que 17 ans lorsque sa mère trouve la mort à la suite d'une overdose d'héroïne. Il est accueilli par une grand-mère qu'il connaît peu en Californie du sud. Celle-ci est à la tête d'une fratrie baignant dans la criminalité. Pour survivre, le jeune homme va devoir prouver sa loyauté au clan... Aussi bien à ses oncles qu'à la matriarche qui gouverne ses \"garçons\" avec un amour débordant et limite incestueux."
"Star Wars Resistance S02E06 FRENCH HDTV";"50";"0";"171.47MB";"20/12/2019";"Séries";"VF";"Une série animée prequel à Star Wars - Le Réveil de la Force qui suit les aventures de Kazuda Xiono, jeune pilote recruté par la Résistance pour une mission top-secrète où il devra surveiller la menace grandissante du Premier Ordre."
"The Other Two S01E06 FRENCH HDTV";"15";"1";"172.47MB";"20/12/2019";"Séries";"VF";"Un aspirant acteur et sa soeur Brooke, ancienne danseuse pro, tentent de trouver leurs places, alors que leur frère de 13 ans devient soudainement une star d’internet."
"The Other Two S01E05 FRENCH HDTV";"16";"0";"171.1MB";"20/12/2019";"Séries";"VF";"Un aspirant acteur et sa soeur Brooke, ancienne danseuse pro, tentent de trouver leurs places, alors que leur frère de 13 ans devient soudainement une star d’internet."
"Servant S01E06 FRENCH HDTV";"86";"7";"204.83MB";"20/12/2019";"Séries";"VF";"Après avoir perdu son bébé, un couple utilise une poupée à des fins thérapeutiques. Les choses virent cependant à l’étrange quand la mère engage une nourrice pour s’occuper de la poupée, et que les membres de la famille semblent en savoir plus sur la tragédie qu’ils ne le laissent savoir…"
"Servant S01E06 VOSTFR HDTV";"41";"7";"216.98MB";"20/12/2019";"Séries";"VOSTFR";"Après avoir perdu son bébé, un couple utilise une poupée à des fins thérapeutiques. Les choses virent cependant à l’étrange quand la mère engage une nourrice pour s’occuper de la poupée, et que les membres de la famille semblent en savoir plus sur la tragédie qu’ils ne le laissent savoir…"
"Reprisal S01E05 VOSTFR HDTV";"29";"0";"308.18MB";"20/12/2019";"Séries";"VOSTFR";"Une femme fatale est laissée pour morte et décide de se venger du gang d'adeptes du tuning responsable de son état."
"Vikings S06E04 MULTI BluRay 720p HDTV";"250";"6";"1.09GB";"20/12/2019";"Séries";"VF";"Scandinavie, à la fin du 8ème siècle. Ragnar Lodbrok, un jeune guerrier viking, est avide d'aventures et de nouvelles conquêtes. Lassé des pillages sur les terres de l'Est, il se met en tête d'explorer l'Ouest par la mer. Malgré la réprobation de son chef, Haraldson, il se fie aux signes et à la volonté des dieux, en construisant une nouvelle génération de vaisseaux, plus légers et plus rapides..."
"Dr House Saison 8 FRENCH HDTV";"51";"22";"7.55GB";"19/12/2019";"Séries";"VF";"Le Dr Greg House est un médecin revêche qui ne fait confiance à personne, et encore moins à ses patients. Irrévérencieux et controversé, il n'en serait que plus heureux s'il pouvait ne pas adresser la parole à ses patients. Mais House est un brillant médecin. Et avec son équipe d'experts, il est prêt à tout pour résoudre les cas médicaux les plus mystérieux et sauver des vies."
"Dr House Saison 7 FRENCH HDTV";"29";"21";"7.84GB";"19/12/2019";"Séries";"VF";"Le Dr Greg House est un médecin revêche qui ne fait confiance à personne, et encore moins à ses patients. Irrévérencieux et controversé, il n'en serait que plus heureux s'il pouvait ne pas adresser la parole à ses patients. Mais House est un brillant médecin. Et avec son équipe d'experts, il est prêt à tout pour résoudre les cas médicaux les plus mystérieux et sauver des vies."
"Dr House Saison 6 FRENCH HDTV";"45";"12";"7.51GB";"19/12/2019";"Séries";"VF";"Le Dr Greg House est un médecin revêche qui ne fait confiance à personne, et encore moins à ses patients. Irrévérencieux et controversé, il n'en serait que plus heureux s'il pouvait ne pas adresser la parole à ses patients. Mais House est un brillant médecin. Et avec son équipe d'experts, il est prêt à tout pour résoudre les cas médicaux les plus mystérieux et sauver des vies."
"Dr House Saison 5 FRENCH HDTV";"60";"25";"8.56GB";"19/12/2019";"Séries";"VF";"Le Dr Greg House est un médecin revêche qui ne fait confiance à personne, et encore moins à ses patients. Irrévérencieux et controversé, il n'en serait que plus heureux s'il pouvait ne pas adresser la parole à ses patients. Mais House est un brillant médecin. Et avec son équipe d'experts, il est prêt à tout pour résoudre les cas médicaux les plus mystérieux et sauver des vies."
